ensg_id	external_gene_name	chromosome_name	description
ENSG00000230246	SPATA31C1	9	SPATA31 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:27846]
ENSG00000230267	HERC2P4	16	hect domain and RLD 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:4872]
ENSG00000230358	SPDYE21	7	speedy/RINGO cell cycle regulator family member E21 [Source:HGNC Symbol;Acc:HGNC:51517]
ENSG00000230438	SERPINB9P1	6	serpin family B member 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:28590]
ENSG00000230444	TFAMP1	7	transcription factor A, mitochondrial pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11636]
ENSG00000230449	RPL7P4	6	ribosomal protein L7 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:21634]
ENSG00000230844	ZNF674-AS1	X	ZNF674 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44266]
ENSG00000230948	AP001331.1	8	aurora kinase B (AURKB) pseudogene
ENSG00000231367	LINC02613	2	long intergenic non-protein coding RNA 2613 [Source:HGNC Symbol;Acc:HGNC:54068]
ENSG00000231645	KRT17P6	17	keratin 17 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:50724]
ENSG00000231890	DARS-AS1	2	DARS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40170]
ENSG00000232656	IDI2-AS1	10	IDI2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30885]
ENSG00000232810	TNF	6	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]
ENSG00000233077	LINC01271	20	long intergenic non-protein coding RNA 1271 [Source:HGNC Symbol;Acc:HGNC:50327]
ENSG00000233175	AC008105.1	17	novel transcript, antisense to FMNL1
ENSG00000233217	MROH3P	1	maestro heat like repeat family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33122]
ENSG00000233296	TMEM18-DT	2	TMEM18 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54481]
ENSG00000233393	AP000688.2	21	novel transcript
ENSG00000233452	STXBP5-AS1	6	STXBP5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44183]
ENSG00000233593	LINC02609	1	long intergenic non-protein coding RNA 2609 [Source:HGNC Symbol;Acc:HGNC:27140]
ENSG00000233928	AL591501.1	X	novel transcript
ENSG00000234199	LINC01191	2	long intergenic non-protein coding RNA 1191 [Source:HGNC Symbol;Acc:HGNC:49595]
ENSG00000234268	AP000936.3	11	ribosomal protein S27 (metallopanstimulin 1) (RPS27) pseudogene
ENSG00000234284	ZNF879	5	zinc finger protein 879 [Source:HGNC Symbol;Acc:HGNC:37273]
ENSG00000234665	LERFS	9	lncRNA negative regulator of fibroblast-like synoviocyte migration, SYNCRIP interacting [Source:HGNC Symbol;Acc:HGNC:51182]
ENSG00000234785	EEF1GP5	X	eukaryotic translation elongation factor 1 gamma pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:44560]
ENSG00000234906	APOC2	19	apolipoprotein C2 [Source:HGNC Symbol;Acc:HGNC:609]
ENSG00000235513	L3MBTL2-AS1	22	L3MBTL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40847]
ENSG00000235725	AC007389.3	2	novel transcript
ENSG00000235823	OLMALINC	10	oligodendrocyte maturation-associated long intergenic non-coding RNA [Source:HGNC Symbol;Acc:HGNC:28060]
ENSG00000235863	B3GALT4	6	beta-1,3-galactosyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:919]
ENSG00000235978	AC018816.1	3	novel transcript, antisense to ITPR1
ENSG00000236155	ZPLD2P	1	zona pellucida like domain containing 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:54510]
ENSG00000236255	AC009404.1	2	novel transcript
ENSG00000236409	NRADDP	3	neurotrophin receptor associated death domain, pseudogene [Source:HGNC Symbol;Acc:HGNC:19337]
ENSG00000236501	AC074286.1	2	novel transcript
ENSG00000236814	AC046176.1	8	proteasome (prosome, macropain) 26S subunit, ATPase, 6 (PSMC6) pseudogene
ENSG00000236824	BCYRN1	2	brain cytoplasmic RNA 1 [Source:HGNC Symbol;Acc:HGNC:1022]
ENSG00000236833	AC024560.1	3	novel transcript
ENSG00000236849	LINC01474	9	long intergenic non-protein coding RNA 1474 [Source:HGNC Symbol;Acc:HGNC:51111]
ENSG00000237090	AL512353.3	1	makorin, ring finger protein, 1 (MKRN1) pseudogene
ENSG00000237210	AC073324.1	7	solute carrier family 19, member 3 (SLC19A3) pseudogene
ENSG00000237310	AC008267.5	7	novel transcript
ENSG00000237413	AC096531.2	1	novel transcript
ENSG00000237415	NRBF2P3	1	nuclear receptor binding factor 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44606]
ENSG00000237575	PYY2	17	peptide YY 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:9749]
ENSG00000237740	NPAP1P3	10	nuclear pore associated protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45020]
ENSG00000237747	AL160279.1	9	eukaryotic translation initiation factor 3, subunit 1 alpha, 35kDa (EIF3S1) pseudogene
ENSG00000237781	ADAMTSL4-AS2	1	ADAMTSL4 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40895]
ENSG00000238227	TMEM250	9	transmembrane protein 250 [Source:HGNC Symbol;Acc:HGNC:31009]
ENSG00000239306	RBM14	11	RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219]
ENSG00000239605	STPG4	2	sperm-tail PG-rich repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:26850]
ENSG00000239653	PSMD6-AS2	3	PSMD6 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:44125]
ENSG00000240023	AL133163.1	14	ribosomal protein, large, P0 (RPLP0) pseudogene
ENSG00000240038	AMY2B	1	amylase alpha 2B [Source:HGNC Symbol;Acc:HGNC:478]
ENSG00000240457	RN7SL472P	14	RNA, 7SL, cytoplasmic 472, pseudogene [Source:HGNC Symbol;Acc:HGNC:46488]
ENSG00000241168	AC128685.1	3	novel transcript
ENSG00000241170	AP001992.1	11	ribosomal protein L31 (RPL31) pseudogene
ENSG00000241258	CRCP	7	CGRP receptor component [Source:HGNC Symbol;Acc:HGNC:17888]
ENSG00000241322	CDRT1	17	CMT1A duplicated region transcript 1 [Source:HGNC Symbol;Acc:HGNC:14379]
ENSG00000241343	RPL36A	X	ribosomal protein L36a [Source:HGNC Symbol;Acc:HGNC:10359]
ENSG00000241839	PLEKHO2	15	pleckstrin homology domain containing O2 [Source:HGNC Symbol;Acc:HGNC:30026]
ENSG00000241962	AC079447.1	2	novel protein, C2orf15-MRPL30-novel lincRNA readthrough
ENSG00000242759	LINC00882	3	long intergenic non-protein coding RNA 882 [Source:HGNC Symbol;Acc:HGNC:48568]
ENSG00000242791	AC117395.1	3	novel transcript
ENSG00000242950	ERVW-1	7	endogenous retrovirus group W member 1, envelope [Source:HGNC Symbol;Acc:HGNC:13525]
ENSG00000243335	KCTD7	7	potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]
ENSG00000243480	AMY2A	1	amylase alpha 2A [Source:HGNC Symbol;Acc:HGNC:477]
ENSG00000243629	LINC00880	3	long intergenic non-protein coding RNA 880 [Source:HGNC Symbol;Acc:HGNC:27948]
ENSG00000243819	RN7SL832P	2	RNA, 7SL, cytoplasmic 832, pseudogene [Source:HGNC Symbol;Acc:HGNC:46848]
ENSG00000244055	AC007566.1	7	novel transcript, antisense to ERVW-1 and PEX1
ENSG00000244242	IFITM10	11	interferon induced transmembrane protein 10 [Source:HGNC Symbol;Acc:HGNC:40022]
ENSG00000244380	AC134772.1	3	novel transcript, antisense to TMA7
ENSG00000244560	AC004890.2	7	zinc finger protein pseudogene
ENSG00000244945	AC136604.2	5	novel transcript
ENSG00000245468	LINC02447	4	long intergenic non-protein coding RNA 2447 [Source:HGNC Symbol;Acc:HGNC:53379]
ENSG00000245552	AP000787.1	11	novel transcript, antisense to SESN3
ENSG00000245869	AP004609.3	11	novel transcript, antisense to CXCR5
ENSG00000246130	AC107959.2	8	novel transcript
ENSG00000246203	AL353807.3	1	novel pseudogene
ENSG00000246898	LINC00920	16	long intergenic non-protein coding RNA 920 [Source:HGNC Symbol;Acc:HGNC:48611]
ENSG00000247049	AC008443.2	5	novel transcript
ENSG00000247626	MARS2	2	methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25133]
ENSG00000247746	USP51	X	ubiquitin specific peptidase 51 [Source:HGNC Symbol;Acc:HGNC:23086]
ENSG00000248211	TRPC7-AS1	5	TRPC7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40936]
ENSG00000248275	TRIM52-AS1	5	TRIM52 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:49006]
ENSG00000248360	LINC00504	4	long intergenic non-protein coding RNA 504 [Source:HGNC Symbol;Acc:HGNC:43555]
ENSG00000248527	MTATP6P1	1	MT-ATP6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44575]
ENSG00000248588	AC008517.1	5	novel transcript
ENSG00000248848	PPBPP2	4	pro-platelet basic protein pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16981]
ENSG00000248971	KRT8P46	4	keratin 8 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:39880]
ENSG00000249087	ZNF436-AS1	1	ZNF436 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25122]
ENSG00000249328	AC036214.1	8	novel transcript
ENSG00000250026	TMPRSS11BNL	4	TMPRSS11B N-terminal like, pseudogene [Source:HGNC Symbol;Acc:HGNC:37262]
ENSG00000250041	AC069360.1	11	novel transcript
ENSG00000250060	AC122710.1	5	novel transcript
ENSG00000250071	AC093214.1	5	actin related protein 2/3 complex, subunit 1A, 41kDa (ARPC1A) pseudogene
ENSG00000250138	AC139495.2	5	POM121 membrane glycoprotein-like 1 (POM121L1) pseudogene
ENSG00000250159	AC106791.1	5	novel transcript
ENSG00000250325	IGBP1P4	4	immunoglobulin (CD79A) binding protein 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:43613]
ENSG00000250673	REELD1	4	reeler domain containing 1 [Source:HGNC Symbol;Acc:HGNC:53638]
ENSG00000250995	AL391280.2	X	novel pseudogene
ENSG00000251017	AC093677.1	4	coiled-coil domain containing 90B (CCDC90B) pseudogene
ENSG00000251034	AC087854.1	8	novel transcript
ENSG00000251079	BMS1P2	10	BMS1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23650]
ENSG00000251379	AC099550.1	4	novel transcript
ENSG00000251402	FAM90A25P	8	family with sequence similarity 90 member A25, pseudogene [Source:HGNC Symbol;Acc:HGNC:32246]
ENSG00000251537	AC005324.3	17	novel tripartite motif-containing 16 (TRIM16) and CMT1A duplicated region transcript 1 (CDRT1) protein
ENSG00000251562	MALAT1	11	metastasis associated lung adenocarcinoma transcript 1 [Source:HGNC Symbol;Acc:HGNC:29665]
ENSG00000253258	AC068228.2	8	novel transcript, antisense to FAM83A
ENSG00000253304	TMEM200B	1	transmembrane protein 200B [Source:HGNC Symbol;Acc:HGNC:33785]
ENSG00000253505	AC103957.1	8	novel transcript
ENSG00000253522	MIR3142HG	5	MIR3142 host gene [Source:HGNC Symbol;Acc:HGNC:51944]
ENSG00000253564	AC100823.2	8	heat shock protein 90kDa alpha (cytosolic), class B member 3 (HSP90AB3P) pseudogene
ENSG00000253729	PRKDC	8	protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]
ENSG00000253943	KRT18P37	8	keratin 18 pseudogene 37 [Source:HGNC Symbol;Acc:HGNC:33406]
ENSG00000253958	CLDN23	8	claudin 23 [Source:HGNC Symbol;Acc:HGNC:17591]
ENSG00000254154	CRYZL2P-SEC16B	1	CRYZL2P-SEC16B readthrough [Source:HGNC Symbol;Acc:HGNC:53757]
ENSG00000254213	PRXL2AP2	8	peroxiredoxin like 2A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52408]
ENSG00000254275	LINC00824	8	long intergenic non-protein coding RNA 824 [Source:HGNC Symbol;Acc:HGNC:50281]
ENSG00000254470	AP5B1	11	adaptor related protein complex 5 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:25104]
ENSG00000254488	AC007876.1	Y	novel transcript
ENSG00000254682	AP002387.2	11	novel transcript
ENSG00000254726	MEX3A	1	mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]
ENSG00000254910	AC136475.2	11	novel transcript
ENSG00000255121	CCDC84-DT	11	CCDC84 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54215]
ENSG00000255389	Z97989.1	6	chromosome 6 open reading frame 3
ENSG00000255404	AP001266.1	11	novel transcript
ENSG00000255513	AC005363.1	16	ribosomal protein L26 (RPL26) pseudogene
ENSG00000255624	C10orf88B	10	C10orf88B, pseudogene [Source:HGNC Symbol;Acc:HGNC:44080]
ENSG00000255666	LINC02700	11	long intergenic non-protein coding RNA 2700 [Source:HGNC Symbol;Acc:HGNC:54214]
ENSG00000255815	KRT8P11	9	keratin 8 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:31058]
ENSG00000255986	MT1JP	16	metallothionein 1J, pseudogene [Source:HGNC Symbol;Acc:HGNC:7402]
ENSG00000256028	AC026362.1	12	novel transcript
ENSG00000256092	SBNO1-AS1	12	SBNO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54355]
ENSG00000256189	AP003717.2	11	developmental pluripotency associated 4 (DPPA4) pseudogene
ENSG00000256278	AC048382.1	15	novel transcript, antisense to ZSCAN2
ENSG00000256288	LINC02617	12	long intergenic non-protein coding RNA 2617 [Source:HGNC Symbol;Acc:HGNC:54089]
ENSG00000256612	CYP2B7P	19	cytochrome P450 family 2 subfamily B member 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:2616]
ENSG00000257002	AP000438.1	11	novel transcript
ENSG00000257084	MIR200CHG	12	MIR200C and MIR141 host gene [Source:HGNC Symbol;Acc:HGNC:53161]
ENSG00000257225	AC079601.2	12	novel transcript, antisense to PRICKLE1
ENSG00000257497	AC121761.1	12	novel transcript, antisense to GLIPR1
ENSG00000257830	AC021066.1	12	novel transcript, antisense to KRT86
ENSG00000257894	AC027288.3	12	novel transcript
ENSG00000258354	AC138932.3	16	microRNA 3180-1
ENSG00000258366	RTEL1	20	regulator of telomere elongation helicase 1 [Source:HGNC Symbol;Acc:HGNC:15888]
ENSG00000258377	AL139099.2	14	novel transcript
ENSG00000258441	LINC00641	14	long intergenic non-protein coding RNA 641 [Source:HGNC Symbol;Acc:HGNC:27511]
ENSG00000258634	AL160006.1	1	novel transcript, antisense to ALX3
ENSG00000258653	AC005520.3	14	novel protein
ENSG00000258725	PRC1-AS1	15	PRC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48587]
ENSG00000258744	AL132800.1	14	novel transcript, antisense to CMA1
ENSG00000258781	AL589743.3	14	CMT1A duplicated region transcript 15 like 2 (CDRT15L2) pseudogene
ENSG00000259275	AC087477.2	15	novel transcript
ENSG00000259374	NDUFB4P11	14	NADH:ubiquinone oxidoreductase subunit B4 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:45259]
ENSG00000259525	GCSHP2	14	glycine cleavage system protein H pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43927]
ENSG00000259557	HMGN1P26	15	high mobility group nucleosome binding domain 1 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:39370]
ENSG00000259672	AC087612.1	15	novel transcript
ENSG00000259854	AP005233.1	11	novel transcript
ENSG00000260081	AF274858.1	X	Morf4 family associated protein 1 (MRFAP1) pseudogene
ENSG00000260083	MIR762HG	16	MIR762 host gene [Source:HGNC Symbol;Acc:HGNC:51386]
ENSG00000260103	AC012435.2	15	coiled-coil-helix-coiled-coil-helix domain-containing protein 7 (CHCHD7) pseudogene
ENSG00000260105	AOC4P	17	amine oxidase copper containing 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:48869]
ENSG00000260257	AL035071.1	20	novel transcript
ENSG00000260368	AC027373.1	8	novel transcript, overlapping YWHAZ
ENSG00000260423	LINC02367	12	long intergenic non-protein coding RNA 2367 [Source:HGNC Symbol;Acc:HGNC:53290]
ENSG00000260498	AC126696.3	16	novel transcript
ENSG00000260563	AC132872.1	17	novel transcript
ENSG00000260615	RPL23AP97	13	ribosomal protein L23a pseudogene 97 [Source:HGNC Symbol;Acc:HGNC:51632]
ENSG00000260633	AC010207.1	3	novel transcript
ENSG00000260644	HERC2P5	16	hect domain and RLD 2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:4873]
ENSG00000260698	AL591848.3	1	novel transcript
ENSG00000260708	AL118516.1	22	novel transcript, antisense to TBC1D22A
ENSG00000260784	AC026150.3	15	golgin A6 family-like pseudogene
ENSG00000260834	AC009055.2	16	novel transcript
ENSG00000261087	ZNNT1	8	ZNF706 neighboring transcript 1 [Source:HGNC Symbol;Acc:HGNC:54438]
ENSG00000261094	AC007066.2	9	novel transcript, overlapping RABGAP1
ENSG00000261136	AC023908.3	15	novel transcript, antisense to FSIP1
ENSG00000261189	AL031058.1	6	novel transcript, antisense to DSP
ENSG00000261239	ANKRD26P1	16	ankyrin repeat domain 26 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32955]
ENSG00000261351	AC116913.1	15	novel transcript, antisense to MAP2K1
ENSG00000261371	PECAM1	17	platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]
ENSG00000261433	AC002347.1	17	novel transcript
ENSG00000261457	AC002519.2	16	zinc finger protein 267 (ZNF267) pseudogene
ENSG00000261543	AC010931.2	15	novel transcript, antisense to ISLR
ENSG00000261606	AC091230.1	15	novel transcript
ENSG00000261653	AC092337.1	16	novel transcript
ENSG00000261773	AC244090.3	X	novel transcript, overlapping to FAM3A
ENSG00000261799	AC007406.5	12	novel transcript
ENSG00000261804	AC007342.4	16	novel transcript
ENSG00000261857	MIA	19	MIA SH3 domain containing [Source:HGNC Symbol;Acc:HGNC:7076]
ENSG00000261888	AC144831.1	17	novel transcript
ENSG00000261889	AC108134.2	16	novel transcript
ENSG00000262526	AC120057.2	17	novel protein
ENSG00000263823	AC009831.1	18	novel transcript, antisense to KIAA1012
ENSG00000263874	LINC00672	17	long intergenic non-protein coding RNA 672 [Source:HGNC Symbol;Acc:HGNC:44353]
ENSG00000264772	AC016876.3	17	novel transcript
ENSG00000265542	AC015845.2	17	novel transcript
ENSG00000266086	AC015813.2	17	novel transcript
ENSG00000266302	AC098850.3	17	novel transcript
ENSG00000266962	AC067852.2	17	novel transcript, antisense to HSD17B1
ENSG00000267065	LINC02080	17	long intergenic non-protein coding RNA 2080 [Source:HGNC Symbol;Acc:HGNC:52928]
ENSG00000267075	AC015818.8	17	novel transcript, piRNA host
ENSG00000267122	AC004490.1	19	novel transcript, antisense to DOT1L
ENSG00000267123	SCAT1	17	S-phase cancer associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:52930]
ENSG00000267247	AP005264.3	18	novel transcript
ENSG00000267251	AC139100.1	18	novel transcript, antisense to PARD6G
ENSG00000267302	RNFT1-DT	17	RNFT1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:51346]
ENSG00000267321	SNHG30	17	small nucleolar RNA host gene 30 [Source:HGNC Symbol;Acc:HGNC:52836]
ENSG00000267397	AC090229.1	18	novel transcript
ENSG00000267508	ZNF285	19	zinc finger protein 285 [Source:HGNC Symbol;Acc:HGNC:13079]
ENSG00000267634	RPL7L1P5	17	ribosomal protein L7 like 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39487]
ENSG00000267665	AC021683.3	17	novel transcript
ENSG00000267706	AC020922.1	19	novel transcript
ENSG00000267834	AL592211.1	9	novel transcript
ENSG00000267892	AC022144.1	19	novel transcript, antisense to CAPN12
ENSG00000267898	AC026803.2	19	novel transcript
ENSG00000268307	LINC02560	19	long intergenic non-protein coding RNA 2560 [Source:HGNC Symbol;Acc:HGNC:53600]
ENSG00000268416	AC010329.1	19	novel transcript
ENSG00000268583	AC011466.1	19	novel transcript, antisense to CARD8
ENSG00000268621	IGFL2-AS1	19	IGFL2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52559]
ENSG00000268628	AL121761.1	20	novel transcript
ENSG00000268861	AC008878.3	19	Rho/Rac guanine nucleotide exchange factor 18 [Source:NCBI gene;Acc:23370]
ENSG00000268945	AC010422.2	19	novel transcript
ENSG00000269235	ZNF350-AS1	19	ZNF350 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48598]
ENSG00000269343	ZNF587B	19	zinc finger protein 587B [Source:HGNC Symbol;Acc:HGNC:37142]
ENSG00000269404	SPIB	19	Spi-B transcription factor [Source:HGNC Symbol;Acc:HGNC:11242]
ENSG00000269855	RNF225	19	ring finger protein 225 [Source:HGNC Symbol;Acc:HGNC:51249]
ENSG00000269940	AL049840.5	14	novel transcript, sense intronic to KLC1
ENSG00000269958	AL049840.6	14	novel transcript, sense intronic to KLC1
ENSG00000270012	AC232271.1	X	novel transcript
ENSG00000270020	AC009108.3	16	novel transcript
ENSG00000270069	MIR222HG	X	miR222/221 cluster host gene [Source:HGNC Symbol;Acc:HGNC:49555]
ENSG00000270111	CELF2-DT	10	CELF2 divergent transript [Source:HGNC Symbol;Acc:HGNC:54157]
ENSG00000270127	AC027020.2	15	novel transcript
ENSG00000270379	HEATR9	17	HEAT repeat containing 9 [Source:HGNC Symbol;Acc:HGNC:26548]
ENSG00000270503	YTHDF2P1	14	YTH domain family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19865]
ENSG00000270681	AC095055.1	4	novel transcript, antisense to SH3D19
ENSG00000270806	C17orf50	17	chromosome 17 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:29581]
ENSG00000271198	VDAC3P1	14	voltage dependent anion channel 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20722]
ENSG00000271503	CCL5	17	C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]
ENSG00000271862	AC104118.1	5	novel transcript
ENSG00000271971	AC120053.1	8	novel transcript, antisense to FAM92A1
ENSG00000272150	NBPF25P	1	NBPF member 25, pseudogene [Source:HGNC Symbol;Acc:HGNC:45046]
ENSG00000272217	AL645940.1	6	novel transcript
ENSG00000272263	AC034198.2	3	novel transcript, antisense to CAND2
ENSG00000272273	IER3-AS1	6	IER3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53629]
ENSG00000272275	AC092687.3	2	novel transcript
ENSG00000272316	AL021368.2	6	novel transcript
ENSG00000272335	AC093297.2	5	novel transcript
ENSG00000272525	AC099522.2	5	novel transcript
ENSG00000272540	AL662797.2	6	novel transcript, antisense to TUBB
ENSG00000272551	AC017048.3	2	novel transcript
ENSG00000272645	GTF2IP20	1	general transcription factor IIi pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:51732]
ENSG00000272745	AC004948.1	7	novel transcript
ENSG00000272808	AC015712.6	15	novel transcript
ENSG00000272822	AC073610.2	12	novel protein
ENSG00000272899	ATP6V1FNB	7	ATP6V1F neighbor [Source:HGNC Symbol;Acc:HGNC:52392]
ENSG00000272910	AC090425.3	3	novel transcript, antisense to ACTL6A
ENSG00000272983	AL117339.3	10	novel transcript
ENSG00000272994	AC012360.3	2	novel transcript
ENSG00000273041	ATF4P2	X	activating transcription factor 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:34025]
ENSG00000273058	AL359921.2	1	novel transcript
ENSG00000273272	U62317.4	22	novel transcript
ENSG00000273483	AL354760.1	1	novel transcript, antisense to WNT2B
ENSG00000273492	AP000229.1	21	novel transcript
ENSG00000273576	AC009283.1	17	novel transcript
ENSG00000273599	AL731571.1	10	novel transcript, antisense to CTBP2
ENSG00000273820	USP27X	X	ubiquitin specific peptidase 27 X-linked [Source:HGNC Symbol;Acc:HGNC:13486]
ENSG00000274443	C8orf89	8	chromosome 8 open reading frame 89 [Source:HGNC Symbol;Acc:HGNC:51258]
ENSG00000274528	AC090970.2	15	novel transcript
ENSG00000274678	AC106886.3	16	novel transcript
ENSG00000274925	ZKSCAN2-DT	16	ZKSCAN2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53912]
ENSG00000275074	NUDT18	8	nudix hydrolase 18 [Source:HGNC Symbol;Acc:HGNC:26194]
ENSG00000275120	AC048382.5	15	novel transcript, antisense to ZSCAN2
ENSG00000275183	LENG9	19	leukocyte receptor cluster member 9 [Source:HGNC Symbol;Acc:HGNC:16306]
ENSG00000275302	CCL4	17	C-C motif chemokine ligand 4 [Source:HGNC Symbol;Acc:HGNC:10630]
ENSG00000275329	AL138781.1	9	novel transcript
ENSG00000275367	AC092111.1	12	novel transcript
ENSG00000275897	AC021491.4	17	novel transcript
ENSG00000276043	UHRF1	19	ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]
ENSG00000276070	CCL4L2	17	C-C motif chemokine ligand 4 like 2 [Source:HGNC Symbol;Acc:HGNC:24066]
ENSG00000276070	CCL4L2	17	C-C motif chemokine ligand 4 like 2 [Source:HGNC Symbol;Acc:HGNC:24066]
ENSG00000276445	AC005393.1	19	novel transcript
ENSG00000276454	AC008083.4	12	novel transcript
ENSG00000276462	BX255923.2	9	novel transcript
ENSG00000277147	LINC00869	1	long intergenic non-protein coding RNA 869 [Source:HGNC Symbol;Acc:HGNC:29050]
ENSG00000277511	AC116407.2	17	novel transcript
ENSG00000277534	AC007996.1	18	novel transcript, sense intronic to KCTD1
ENSG00000277957	SENP3-EIF4A1	17	SENP3-EIF4A1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49182]
ENSG00000278233	RNA5-8SN2	21	RNA, 5.8S ribosomal N2 [Source:HGNC Symbol;Acc:HGNC:53521]
ENSG00000278346	AC080112.3	17	kelch repeat and BTB (POZ) domain containing 2 (KBTBD2) pseudogene
ENSG00000278370	AC021422.2	15	novel transcript
ENSG00000278619	MRM1	17	mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]
ENSG00000278685	IQCA1L	7	IQ motif containing with AAA domain 1 like [Source:HGNC Symbol;Acc:HGNC:22831]
ENSG00000279019	AC009090.4	16	TEC
ENSG00000279026	AC005225.4	14	TEC
ENSG00000279042	AP005242.4	18	TEC
ENSG00000279091	AC026523.2	15	novel transcript
ENSG00000279165	AC135776.4	16	novel transcript
ENSG00000279267	AL078621.3	2	TEC
ENSG00000279359	AL359195.2	10	TEC
ENSG00000279373	AC027228.3	15	novel transcript
ENSG00000279407	AC007191.1	19	TEC
ENSG00000279573	AC134407.2	17	TEC
ENSG00000279696	AP001273.1	11	novel transcript
ENSG00000279894	Z73965.1	X	TEC
ENSG00000280054	AC004241.5	12	TEC
ENSG00000280087	AC011481.3	19	TEC
ENSG00000280143	AP000892.4	11	novel transcript
ENSG00000280208	GGT4P	13	gamma-glutamyltransferase 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:33207]
ENSG00000280234	AC124303.2	15	TEC
ENSG00000280330	CTBP2P10	21	CTBP2 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:54512]
ENSG00000280375	AL359740.1	X	TEC
ENSG00000280422	AC115284.2	3	TEC
ENSG00000280511	AL591030.1	6	novel transcript
ENSG00000280587	LINC01348	1	long intergenic non-protein coding RNA 1348 [Source:HGNC Symbol;Acc:HGNC:50567]
ENSG00000280623	PCAT14	22	prostate cancer associated transcript 14 [Source:HGNC Symbol;Acc:HGNC:48977]
ENSG00000280800	FP671120.7	21	novel transcript, similar to YY1 associated myogenesis RNA 1 YAM1
